Learning Rate,Final Training Loss,Final Validation Loss,Test Loss,Test MAE,Average Validation Change,Final 20 Epoch Std
0.001,0.19957149028778076,0.20051760971546173,0.24737071990966797,0.3884926736354828,0.008966950906647576,0.00943659397107001
0.05,0.0026617352850735188,0.003358387853950262,0.00370755884796381,0.039015993475914,0.0034073432295987703,0.000404978142752128
0.5,0.022764183580875397,0.058050405234098434,0.05770377814769745,0.20459994673728943,0.02346836414301034,0.01912308556535276
