Learning Rate,Final Training Loss,Final Validation Loss,Test Loss,Test MAE
0.0005,0.0032948434818536043,0.0037908379454165697,0.004390214569866657,0.04088015481829643
0.01,0.0012326070573180914,0.001875807880423963,0.0021176962181925774,0.03516582399606705
0.4,0.34108930826187134,0.3515642285346985,0.4014827013015747,0.5256615877151489
